trip_id,driver_id,rider_id,city,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,fare_amount,status,payment_method,pickup_time,drop_time,total ride time
144,9901,27763,San Francisco,39.68927650543911,-118.31422053530568,39.67302810458611,-118.33952800598033,8.18,23.03,Completed,UPI,2023-01-01 02:23:00,2023-01-01 02:47:32, 00:24:32
145,6575,72923,Chicago,37.92703867589984,-114.56824282437096,37.88202256840704,-114.5697699336616,3.34,6.69,Completed,Card,2023-01-01 02:24:00,2023-01-01 02:34:01, 00:10:01
146,6530,67622,New York,39.87785418549225,-76.13913978236128,39.87063066310685,-76.18407070450796,11.17,26.03,Completed,Card,2023-01-01 02:25:00,2023-01-01 02:58:30, 00:33:30
147,5413,99958,Seattle,38.246274692895405,-102.21487943467837,38.24816471961323,-102.19558645326956,6.56,15.47,Completed,Card,2023-01-01 02:26:00,2023-01-01 02:45:40, 00:19:40
148,4748,14347,Boston,38.98837909156059,-81.94377367247913,39.03690111251534,-81.93941972288123,8.55,17.13,Completed,Card,2023-01-01 02:27:00,2023-01-01 02:52:39, 00:25:39
149,1663,35607,Chicago,40.44988620052254,-98.61328818586765,40.46676784895874,-98.56592428902836,8.99,19.3,Completed,Cash,2023-01-01 02:28:00,2023-01-01 02:54:58, 00:26:58
150,2998,39257,Chicago,37.2588328054299,-118.17704011641774,37.22396179235622,-118.2241935078707,8.63,18.69,Completed,Card,2023-01-01 02:29:00,2023-01-01 02:54:53, 00:25:53
151,8994,93263,Los Angeles,40.42097490720812,-83.72133545328647,40.42509701568567,-83.673639329188,0.95,2.57,Completed,Cash,2023-01-01 02:30:00,2023-01-01 02:32:51, 00:02:51
152,2495,31654,New York,38.326030838582746,-88.45337887889056,38.35750020932569,-88.4452466792973,9.53,22.09,Completed,UPI,2023-01-01 02:31:00,2023-01-01 02:59:35, 00:28:35
153,4304,92524,Chicago,37.98254425324104,-107.02270355745377,38.01499879545408,-107.02347338938606,9.67,25.2,No-Show,Wallet,2023-01-01 02:32:00,2023-01-01 03:01:00, 00:29:00
154,4763,32903,San Francisco,40.39524005173427,-117.30424928405024,40.41868537413724,-117.3292167714292,0.58,5.71,Completed,Wallet,2023-01-01 02:33:00,2023-01-01 02:34:44, 00:01:44
155,6232,20847,New York,39.780002767720056,-73.31983145649963,39.81175608743688,-73.27759086068379,4.98,11.4,Completed,Cash,2023-01-01 02:34:00,2023-01-01 02:48:56, 00:14:56
156,2853,98503,San Francisco,38.18397108314569,-78.50206023894324,38.14384856646069,-78.55080950417764,9.16,16.09,No-Show,Wallet,2023-01-01 02:35:00,2023-01-01 03:02:28, 00:27:28
157,7585,57245,Boston,39.78740632985476,-94.5565547965926,39.77008101880586,-94.60476124834362,2.82,8.0,Completed,Wallet,2023-01-01 02:36:00,2023-01-01 02:44:27, 00:08:27
158,2291,10591,Chicago,40.61394360960828,-75.8592609417634,40.59145737442922,-75.84429654273747,8.18,19.22,Completed,Card,2023-01-01 02:37:00,2023-01-01 03:01:32, 00:24:32
159,4581,34422,Boston,40.48194098768999,-80.45930453478462,40.45502270099316,-80.50542035129232,3.89,12.46,Completed,Wallet,2023-01-01 02:38:00,2023-01-01 02:49:40, 00:11:40
160,8554,73215,San Francisco,40.224968000847184,-101.50707879433938,40.25128821762046,-101.50597329024087,1.23,4.42,Completed,Cash,2023-01-01 02:39:00,2023-01-01 02:42:41, 00:03:41
161,8280,65315,Boston,40.98701374936799,-120.81396271114087,40.965840771244,-120.78774295247987,10.88,23.25,Completed,Wallet,2023-01-01 02:40:00,2023-01-01 03:12:38, 00:32:38
162,2636,95874,San Francisco,37.67547377617349,-97.14018054470596,37.63691490872952,-97.09762945788908,7.01,15.6,Completed,Card,2023-01-01 02:41:00,2023-01-01 03:02:01, 00:21:01
163,4696,57048,Los Angeles,39.99763818287566,-101.97208296467512,40.02032687674119,-101.96143421235584,6.52,16.47,Completed,Wallet,2023-01-01 02:42:00,2023-01-01 03:01:33, 00:19:33
164,1698,49547,Los Angeles,38.17770577955889,-117.75186956467158,38.191369748952944,-117.75064396914128,4.73,14.96,Completed,Wallet,2023-01-01 02:43:00,2023-01-01 02:57:11, 00:14:11
165,5737,77812,Boston,40.72748161516207,-94.93560350635668,40.7010110004848,-94.91411254032847,5.18,9.44,Cancelled,UPI,2023-01-01 02:44:00,2023-01-01 02:59:32, 00:15:32
166,1854,37220,Seattle,37.32187051477055,-97.84367317156725,37.34009373579336,-97.8285716500701,8.14,18.89,Completed,Cash,2023-01-01 02:45:00,2023-01-01 03:09:25, 00:24:25
167,9164,71417,Seattle,39.67063945631784,-100.81311583948042,39.65307323176552,-100.77220165421237,8.35,19.16,Completed,UPI,2023-01-01 02:46:00,2023-01-01 03:11:03, 00:25:03
168,6855,49844,San Francisco,37.80795668753624,-84.62386936924449,37.76628806384662,-84.62278637482791,11.44,23.13,Completed,UPI,2023-01-01 02:47:00,2023-01-01 03:21:19, 00:34:19
169,8392,93996,Chicago,40.962068053210245,-107.13212482074888,40.97491988274766,-107.12382908713458,5.28,9.29,Completed,UPI,2023-01-01 02:48:00,2023-01-01 03:03:50, 00:15:50
170,7528,57238,New York,39.07857438200961,-80.53512240293895,39.05970281935367,-80.56408323694471,3.06,7.72,Completed,UPI,2023-01-01 02:49:00,2023-01-01 02:58:10, 00:09:10
171,6249,10100,Boston,39.13245697956555,-113.08341554801991,39.166630387364506,-113.07707606896976,8.66,25.31,Completed,Wallet,2023-01-01 02:50:00,2023-01-01 03:15:58, 00:25:58
172,6172,18567,Chicago,39.10930281840234,-110.85388824188342,39.08280492098845,-110.8226273965307,4.97,11.54,Completed,Wallet,2023-01-01 02:51:00,2023-01-01 03:05:54, 00:14:54
173,2707,84373,San Francisco,40.03530633509097,-107.95786915255556,40.03234590298091,-107.99476292624811,6.84,19.28,Cancelled,Wallet,2023-01-01 02:52:00,2023-01-01 03:12:31, 00:20:31
174,6791,75427,San Francisco,40.88559959062488,-100.5253814892159,40.844412846618845,-100.51260775177929,7.96,15.09,Completed,Card,2023-01-01 02:53:00,2023-01-01 03:16:52, 00:23:52
175,6535,13382,Boston,40.84250489122504,-81.08708350861775,40.808407582905176,-81.04942734184787,10.77,24.27,No-Show,UPI,2023-01-01 02:54:00,2023-01-01 03:26:18, 00:32:18
176,5931,70855,Chicago,37.93323302068925,-89.31922973817969,37.98191831824336,-89.2911749011693,5.96,15.29,Completed,Card,2023-01-01 02:55:00,2023-01-01 03:12:52, 00:17:52
177,4510,32344,Seattle,39.23499904614645,-100.10838490860807,39.25645542442216,-100.1196117045502,10.36,24.9,Completed,Wallet,2023-01-01 02:56:00,2023-01-01 03:27:04, 00:31:04
178,1202,70872,Boston,39.183501927724194,-93.34184026600668,39.20467692328928,-93.33535090434673,3.57,8.37,Completed,UPI,2023-01-01 02:57:00,2023-01-01 03:07:42, 00:10:42
179,5218,65495,Los Angeles,37.4981409655616,-104.37090740840974,37.465490947479104,-104.39416819550333,12.95,22.99,Completed,Wallet,2023-01-01 02:58:00,2023-01-01 03:36:51, 00:38:51
180,9958,63968,San Francisco,39.78846714883982,-109.38390177767404,39.83005963591345,-109.36149185882472,6.04,11.39,Completed,UPI,2023-01-01 02:59:00,2023-01-01 03:17:07, 00:18:07
181,5389,89447,Los Angeles,40.036411066022566,-86.98964519989684,40.00726803331149,-87.02281694706139,5.99,14.62,Completed,Wallet,2023-01-01 03:00:00,2023-01-01 03:17:58, 00:17:58
182,3327,61175,Boston,40.47723067627591,-113.41537750495095,40.48681490190309,-113.37892454862704,7.64,16.48,Completed,UPI,2023-01-01 03:01:00,2023-01-01 03:23:55, 00:22:55
183,9004,82828,San Francisco,39.94212364917527,-118.57172063329142,39.92955666449356,-118.53030038146676,12.08,18.12,Cancelled,UPI,2023-01-01 03:02:00,2023-01-01 03:38:14, 00:36:14
184,3931,39142,Seattle,37.47469164248672,-81.68215536688848,37.4718573834022,-81.69815579824552,3.66,10.4,Completed,Wallet,2023-01-01 03:03:00,2023-01-01 03:13:58, 00:10:58
185,8777,27429,Seattle,40.67585222762223,-88.3663975244605,40.63277025905759,-88.34681545532105,8.7,18.73,Completed,UPI,2023-01-01 03:04:00,2023-01-01 03:30:06, 00:26:06
186,1197,28481,Boston,37.84358764740792,-102.91199329704416,37.87789856157246,-102.93195067901902,9.99,26.52,Completed,UPI,2023-01-01 03:05:00,2023-01-01 03:34:58, 00:29:58
187,8125,63973,Seattle,39.438331908251314,-99.50387197258922,39.39179207080127,-99.46477084263968,6.41,17.76,Completed,Card,2023-01-01 03:06:00,2023-01-01 03:25:13, 00:19:13
188,2930,30250,New York,39.57956235999403,-111.67606385146014,39.54006187139484,-111.63502734590948,7.06,10.96,Cancelled,Wallet,2023-01-01 03:07:00,2023-01-01 03:28:10, 00:21:10
189,7287,98129,Chicago,37.6080029545107,-75.62442749505861,37.59993274630983,-75.61627878216383,5.24,16.45,No-Show,Cash,2023-01-01 03:08:00,2023-01-01 03:23:43, 00:15:43
190,9800,36590,San Francisco,38.3732408826175,-75.13088582609208,38.41464735063929,-75.09456229380977,7.33,15.79,No-Show,Card,2023-01-01 03:09:00,2023-01-01 03:30:59, 00:21:59
191,5282,74641,Seattle,38.19931943208296,-78.04924259120222,38.2110610012777,-78.04481572588557,8.01,19.18,Completed,Card,2023-01-01 03:10:00,2023-01-01 03:34:01, 00:24:01
192,3511,37974,San Francisco,39.8391897336914,-78.78113612888353,39.80986848307488,-78.76693939750936,6.12,13.4,Completed,Card,2023-01-01 03:11:00,2023-01-01 03:29:21, 00:18:21
193,1659,92303,Los Angeles,39.49998090621925,-81.54243374981712,39.46635320355554,-81.49376446817938,9.05,26.64,Completed,Cash,2023-01-01 03:12:00,2023-01-01 03:39:09, 00:27:09
194,3811,58906,New York,38.68974946025434,-107.62504127493496,38.6645759848818,-107.61895831372512,4.84,10.06,No-Show,Wallet,2023-01-01 03:13:00,2023-01-01 03:27:31, 00:14:31
195,8098,40446,Los Angeles,37.661512801034334,-94.734596406207,37.66827001499741,-94.7173907006846,8.89,21.4,Completed,Cash,2023-01-01 03:14:00,2023-01-01 03:40:40, 00:26:40
196,7546,12585,Chicago,39.95606930347317,-93.43113884043473,39.95797638481907,-93.39999632855024,5.92,16.68,No-Show,Wallet,2023-01-01 03:15:00,2023-01-01 03:32:45, 00:17:45
197,2986,92622,Boston,40.75569894988991,-75.88556948971971,40.79839447438351,-75.88923843588009,6.58,17.01,Completed,UPI,2023-01-01 03:16:00,2023-01-01 03:35:44, 00:19:44
198,9338,12096,New York,39.30821720512605,-109.8193482287258,39.35267514769862,-109.8511496029239,6.37,12.81,Completed,UPI,2023-01-01 03:17:00,2023-01-01 03:36:06, 00:19:06
199,3911,43086,Los Angeles,40.648221053339846,-95.19564432122564,40.64423629774005,-95.1992936841702,8.27,22.65,Completed,Card,2023-01-01 03:18:00,2023-01-01 03:42:48, 00:24:48
200,2734,50980,Boston,40.24403756415799,-114.32472135626064,40.28047800628429,-114.35754887319084,4.67,13.08,No-Show,UPI,2023-01-01 03:19:00,2023-01-01 03:33:00, 00:14:00
201,2843,79640,Seattle,40.80061738771651,-119.1697081217562,40.78669407474524,-119.14373102489014,8.99,21.15,Completed,Cash,2023-01-01 03:20:00,2023-01-01 03:46:58, 00:26:58
202,9680,60612,Chicago,38.35712165423565,-112.64573521582432,38.32273773769774,-112.67314941518806,6.32,17.13,Completed,Card,2023-01-01 03:21:00,2023-01-01 03:39:57, 00:18:57
203,3976,37122,Chicago,39.52858019955925,-115.9937252218416,39.57411554086551,-116.03716206107184,3.35,10.02,Completed,Cash,2023-01-01 03:22:00,2023-01-01 03:32:03, 00:10:03
204,2959,61063,Seattle,37.91381022222814,-115.70064937640538,37.87559565757587,-115.65147518358246,9.18,17.0,Completed,Card,2023-01-01 03:23:00,2023-01-01 03:50:32, 00:27:32
205,6759,13126,New York,39.95172019591026,-84.85903773093386,39.92194287854591,-84.83396665209669,7.49,17.54,Completed,Card,2023-01-01 03:24:00,2023-01-01 03:46:28, 00:22:28
206,7694,38968,Seattle,40.93665417132785,-99.780500266186,40.95739470091862,-99.82402547084172,12.13,20.57,Completed,Card,2023-01-01 03:25:00,2023-01-01 04:01:23, 00:36:23
207,3385,53525,New York,38.28636845859962,-79.43762173128903,38.30055231007406,-79.47636069622996,8.56,15.8,Completed,UPI,2023-01-01 03:26:00,2023-01-01 03:51:40, 00:25:40
208,5736,49680,Seattle,37.262192090141085,-111.42598938640594,37.2498929036811,-111.37922314597616,10.06,14.9,Completed,Wallet,2023-01-01 03:27:00,2023-01-01 03:57:10, 00:30:10
209,2802,42606,San Francisco,40.89340333342424,-87.30941375419962,40.93209920999752,-87.33907018447738,1.21,4.86,Completed,Card,2023-01-01 03:28:00,2023-01-01 03:31:37, 00:03:37
210,9155,98767,Chicago,37.124747585744025,-107.0359959656655,37.134584154412345,-107.04160870064176,9.73,21.87,Completed,Card,2023-01-01 03:29:00,2023-01-01 03:58:11, 00:29:11
211,9120,33428,Seattle,38.45683911776639,-89.11180715280584,38.48367759965528,-89.09112058972862,6.03,13.5,Completed,Cash,2023-01-01 03:30:00,2023-01-01 03:48:05, 00:18:05
212,7616,48116,San Francisco,39.23898443880588,-96.66525748524072,39.202381204109344,-96.64140936155772,3.59,9.25,Completed,Card,2023-01-01 03:31:00,2023-01-01 03:41:46, 00:10:46
213,6534,11270,Boston,40.12773488098023,-114.75957136539404,40.11604109783332,-114.76945275238502,3.79,9.79,Completed,Card,2023-01-01 03:32:00,2023-01-01 03:43:22, 00:11:22
214,5061,43049,New York,37.8661967044846,-75.64093107028343,37.84139495807078,-75.6524287257933,0.32,3.6,Completed,UPI,2023-01-01 03:33:00,2023-01-01 03:33:57, 00:00:57
215,1262,37392,San Francisco,37.21625103524132,-119.0124055053668,37.25894280845357,-118.979363148258,10.58,26.95,Completed,Card,2023-01-01 03:34:00,2023-01-01 04:05:44, 00:31:44
216,7287,88080,Chicago,39.78761990251401,-98.9367961050981,39.79459248611189,-98.98586702316912,8.17,19.46,Completed,Wallet,2023-01-01 03:35:00,2023-01-01 03:59:30, 00:24:30
217,9815,97132,Boston,37.3884411968772,-86.85780907401754,37.42246002302008,-86.8659702673492,5.21,15.55,Completed,Cash,2023-01-01 03:36:00,2023-01-01 03:51:37, 00:15:37
218,3049,11829,New York,37.9754312962382,-78.84236653518846,37.92822447403589,-78.87179340190973,6.39,10.26,Completed,Card,2023-01-01 03:37:00,2023-01-01 03:56:10, 00:19:10
219,6423,91874,Chicago,38.07105360376144,-73.11954553869504,38.09777736450667,-73.08524071516761,9.64,19.97,Cancelled,UPI,2023-01-01 03:38:00,2023-01-01 04:06:55, 00:28:55
220,5548,46507,Los Angeles,40.35114651631484,-93.28081730931224,40.332584482251946,-93.24317578392896,11.62,25.78,Completed,Card,2023-01-01 03:39:00,2023-01-01 04:13:51, 00:34:51
221,4108,16276,Boston,39.31790349017993,-73.76579150351404,39.27439397530692,-73.77780135329411,4.36,7.37,Completed,Card,2023-01-01 03:40:00,2023-01-01 03:53:04, 00:13:04
222,8158,62116,Boston,38.80676191024459,-94.90340425243797,38.76962515162951,-94.88515137913716,4.77,9.46,Completed,Card,2023-01-01 03:41:00,2023-01-01 03:55:18, 00:14:18
223,8400,32000,Los Angeles,37.10257662994052,-90.54178603036269,37.08475917537204,-90.55787636090125,0.8,4.09,Completed,Cash,2023-01-01 03:42:00,2023-01-01 03:44:24, 00:02:24
224,4170,50531,New York,39.03246346295972,-88.9612620493248,38.99433181640848,-88.99958519384072,7.26,13.23,Cancelled,UPI,2023-01-01 03:43:00,2023-01-01 04:04:46, 00:21:46
225,3255,90773,Chicago,39.85066077505502,-87.22142355529587,39.80731849986412,-87.22384246184326,5.14,11.82,Completed,Cash,2023-01-01 03:44:00,2023-01-01 03:59:25, 00:15:25
226,2154,26284,Seattle,40.90663544199159,-100.43381254836888,40.86828615358971,-100.38758751774276,10.55,23.75,Completed,Wallet,2023-01-01 03:45:00,2023-01-01 04:16:39, 00:31:39
227,5499,70268,Boston,38.930981966913976,-73.79332569850204,38.96858353624082,-73.79264350703441,4.31,9.41,Completed,Cash,2023-01-01 03:46:00,2023-01-01 03:58:55, 00:12:55
228,7295,12919,San Francisco,39.22781909614417,-102.90148790422786,39.21577225303529,-102.91987005009564,10.28,21.22,Completed,Card,2023-01-01 03:47:00,2023-01-01 04:17:50, 00:30:50
229,7197,21196,Seattle,38.28571029514951,-111.45831536442196,38.278870266148296,-111.44145437604304,7.32,13.09,Cancelled,Cash,2023-01-01 03:48:00,2023-01-01 04:09:57, 00:21:57
230,2648,60722,Seattle,40.26303481260743,-89.24813969650297,40.26199544556951,-89.27101513079667,7.37,18.41,Completed,UPI,2023-01-01 03:49:00,2023-01-01 04:11:06, 00:22:06
231,6539,36872,New York,39.16137797733865,-101.56293753648798,39.18964524259461,-101.5296152170671,8.67,19.44,Completed,Card,2023-01-01 03:50:00,2023-01-01 04:16:00, 00:26:00
232,5199,40538,New York,38.504550721712015,-115.58986064348684,38.47797298786379,-115.58067964050278,6.12,9.99,Completed,Card,2023-01-01 03:51:00,2023-01-01 04:09:21, 00:18:21
233,9445,81292,Chicago,37.46593373639903,-112.94759776698308,37.48356550675767,-112.9151290643909,3.59,12.75,Completed,Cash,2023-01-01 03:52:00,2023-01-01 04:02:46, 00:10:46
234,3557,16707,Los Angeles,40.56750244329727,-80.56853960842945,40.605558806819225,-80.59363870148614,7.03,16.0,Completed,Cash,2023-01-01 03:53:00,2023-01-01 04:14:05, 00:21:05
235,6592,98796,Boston,40.20569710951568,-99.27948951316785,40.25015656597555,-99.29142131459488,2.98,8.81,No-Show,UPI,2023-01-01 03:54:00,2023-01-01 04:02:56, 00:08:56
236,1098,88132,Seattle,37.82909766636733,-121.65959867544878,37.84857943044524,-121.64712390471652,9.86,26.52,Completed,Card,2023-01-01 03:55:00,2023-01-01 04:24:34, 00:29:34
237,3200,29959,Boston,40.50040026288722,-76.35235581868469,40.54920633554556,-76.38490997693324,3.51,10.03,Completed,Card,2023-01-01 03:56:00,2023-01-01 04:06:31, 00:10:31
238,3961,61980,San Francisco,39.22912825274679,-110.89640970005333,39.26835838393179,-110.91514099065932,2.63,9.41,Completed,Wallet,2023-01-01 03:57:00,2023-01-01 04:04:53, 00:07:53
239,5973,28958,San Francisco,40.08215122128591,-92.8053559685692,40.09881447042723,-92.81856133052538,6.68,11.21,Completed,Cash,2023-01-01 03:58:00,2023-01-01 04:18:02, 00:20:02
240,5433,78918,San Francisco,39.6051088460686,-78.27563654970879,39.64558550709456,-78.28479074798858,6.39,13.64,Completed,Wallet,2023-01-01 03:59:00,2023-01-01 04:18:10, 00:19:10
241,3869,79300,San Francisco,37.28067735287218,-76.73216080506651,37.3060354825838,-76.77910295676844,11.61,24.17,No-Show,UPI,2023-01-01 04:00:00,2023-01-01 04:34:49, 00:34:49
242,1956,53207,Chicago,37.994992002928726,-81.07817043285209,37.997258249992086,-81.0691999163126,5.23,14.41,Completed,UPI,2023-01-01 04:01:00,2023-01-01 04:16:41, 00:15:41
243,9352,25150,Chicago,38.69094729913117,-79.84847134355886,38.69030183901488,-79.79872061597817,5.73,10.34,Completed,UPI,2023-01-01 04:02:00,2023-01-01 04:19:11, 00:17:11
244,6699,13424,Seattle,37.44670507849636,-92.13646068847262,37.494584839233966,-92.11085971169148,5.49,13.66,Cancelled,Card,2023-01-01 04:03:00,2023-01-01 04:19:28, 00:16:28
245,7944,60250,San Francisco,38.49076857402795,-82.71322120302852,38.51214801974393,-82.67819774972365,11.05,28.46,Completed,Wallet,2023-01-01 04:04:00,2023-01-01 04:37:09, 00:33:09
246,5493,24271,San Francisco,37.14423078041679,-93.3808256244865,37.11852123162381,-93.34709751861146,5.48,11.68,Completed,Card,2023-01-01 04:05:00,2023-01-01 04:21:26, 00:16:26
247,5911,86531,San Francisco,40.53418798569609,-114.53246222380452,40.55418915108467,-114.52753685447476,9.49,14.94,Completed,Card,2023-01-01 04:06:00,2023-01-01 04:34:28, 00:28:28
248,4987,23582,Seattle,37.17280473578889,-85.42586937115138,37.12543497433391,-85.44101919395601,5.99,14.6,Completed,Card,2023-01-01 04:07:00,2023-01-01 04:24:58, 00:17:58
249,7015,88868,Boston,39.1934556238566,-96.76764553354928,39.168702592142594,-96.71932899546648,10.93,25.34,Completed,Wallet,2023-01-01 04:08:00,2023-01-01 04:40:47, 00:32:47
250,2218,54067,Chicago,39.75831213226388,-93.9349436040864,39.79832166529764,-93.95226180092808,11.73,29.7,No-Show,Cash,2023-01-01 04:09:00,2023-01-01 04:44:11, 00:35:11
251,5496,75733,New York,38.171270457826175,-75.15525425728572,38.19212954553063,-75.15721300283033,8.43,25.48,Completed,Wallet,2023-01-01 04:10:00,2023-01-01 04:35:17, 00:25:17
252,5735,78224,Chicago,37.008551413895766,-118.75041755505508,37.05586836300476,-118.7627892157646,3.15,9.15,Cancelled,Cash,2023-01-01 04:11:00,2023-01-01 04:20:27, 00:09:27
253,5555,17098,Seattle,39.21580400834225,-85.12663048570353,39.24337813921812,-85.1664548353661,9.13,20.87,Completed,Wallet,2023-01-01 04:12:00,2023-01-01 04:39:23, 00:27:23
254,9050,32513,Chicago,38.86008018999901,-74.2382286603788,38.85986186442696,-74.23985831808972,1.17,6.28,Completed,Cash,2023-01-01 04:13:00,2023-01-01 04:16:30, 00:03:30
255,4446,19062,Seattle,37.74761671689657,-102.03027871329584,37.72961706822728,-101.99325800781035,3.08,10.04,Completed,Card,2023-01-01 04:14:00,2023-01-01 04:23:14, 00:09:14
256,2045,76045,Boston,37.368543970189535,-117.9121086745228,37.34335938848337,-117.90044264664527,8.44,18.18,Completed,Wallet,2023-01-01 04:15:00,2023-01-01 04:40:19, 00:25:19
257,7893,87761,Seattle,40.19105854035933,-77.09942122443888,40.198049614018736,-77.07301569296074,4.81,9.98,Completed,Wallet,2023-01-01 04:16:00,2023-01-01 04:30:25, 00:14:25
258,2693,66249,Boston,37.7800820793245,-98.02784191265182,37.75181558325748,-98.02679799442043,6.72,13.57,Completed,UPI,2023-01-01 04:17:00,2023-01-01 04:37:09, 00:20:09
259,4436,93808,San Francisco,38.69996009233394,-97.81248126013448,38.70083528833157,-97.76843185741384,6.35,12.1,Completed,Card,2023-01-01 04:18:00,2023-01-01 04:37:03, 00:19:03
260,9754,41346,Los Angeles,40.1515022911137,-120.9017676443029,40.16956454812207,-120.91112514415629,6.1,12.95,Completed,Wallet,2023-01-01 04:19:00,2023-01-01 04:37:18, 00:18:18
261,6895,75381,Chicago,40.66166328992615,-109.56684444618368,40.699338174066014,-109.59810285954391,5.91,13.93,Completed,Cash,2023-01-01 04:20:00,2023-01-01 04:37:43, 00:17:43
262,4354,47439,Los Angeles,38.59402479961534,-81.89622507012018,38.632191472190655,-81.88261223683187,8.07,20.7,Completed,Card,2023-01-01 04:21:00,2023-01-01 04:45:12, 00:24:12
263,1225,15010,New York,38.863392789682806,-110.53573011674824,38.82236158656264,-110.49487683820314,3.07,11.0,Completed,Cash,2023-01-01 04:22:00,2023-01-01 04:31:12, 00:09:12
264,5893,10984,San Francisco,39.84237146932932,-106.4007115876387,39.8597228367342,-106.38163516475562,6.83,19.56,Completed,UPI,2023-01-01 04:23:00,2023-01-01 04:43:29, 00:20:29
265,8022,43563,Chicago,37.61253924739368,-109.02123870281362,37.60340889880933,-108.99187064599394,2.44,6.29,Completed,Wallet,2023-01-01 04:24:00,2023-01-01 04:31:19, 00:07:19
266,6600,76383,Boston,40.35895100263412,-109.3821276629006,40.3178030791638,-109.39845361311744,8.49,17.23,Cancelled,Card,2023-01-01 04:25:00,2023-01-01 04:50:28, 00:25:28
267,8996,97637,Boston,38.08824167273414,-95.74249206026542,38.10275864834932,-95.72384593177016,8.62,21.31,Completed,Wallet,2023-01-01 04:26:00,2023-01-01 04:51:51, 00:25:51
268,8683,29377,Los Angeles,38.66481127744796,-84.68614722074672,38.62590255271496,-84.72804643989598,5.75,12.74,Completed,UPI,2023-01-01 04:27:00,2023-01-01 04:44:15, 00:17:15
269,5642,17627,Boston,40.75360994502987,-112.3695780161309,40.73373938014503,-112.40431469707974,9.0,22.88,Completed,UPI,2023-01-01 04:28:00,2023-01-01 04:55:00, 00:27:00
270,8679,47225,Los Angeles,40.88071189961269,-90.23473854687624,40.87814091117284,-90.27104048274968,4.44,10.72,Completed,Card,2023-01-01 04:29:00,2023-01-01 04:42:19, 00:13:19
271,9208,47339,San Francisco,38.73391448984317,-85.73280083206251,38.70041828394231,-85.75508117624398,7.72,15.19,Completed,UPI,2023-01-01 04:30:00,2023-01-01 04:53:09, 00:23:09
272,8339,22591,Los Angeles,38.075275225692906,-97.79422076392868,38.05864381129293,-97.75887718928723,3.17,11.65,No-Show,Card,2023-01-01 04:31:00,2023-01-01 04:40:30, 00:09:30
273,3205,36808,Chicago,37.54836348534019,-114.42319953566346,37.52736830503366,-114.46311486159463,5.65,12.0,Completed,Cash,2023-01-01 04:32:00,2023-01-01 04:48:57, 00:16:57
274,2069,19629,Boston,37.622192646224825,-100.50397689521785,37.635075640376414,-100.469503979642,6.91,19.38,Cancelled,UPI,2023-01-01 04:33:00,2023-01-01 04:53:43, 00:20:43
275,4444,67745,Boston,39.040806302515705,-81.81934976285277,39.00265185638181,-81.82297098640109,6.94,13.0,Completed,UPI,2023-01-01 04:34:00,2023-01-01 04:54:49, 00:20:49
276,2060,29538,Chicago,39.74312331842962,-108.11013432710246,39.79105834354737,-108.15359481045594,5.84,17.83,Completed,UPI,2023-01-01 04:35:00,2023-01-01 04:52:31, 00:17:31
277,3327,72785,New York,38.451411892866965,-90.84975783055346,38.40225980430725,-90.8357866264922,1.62,4.09,Completed,UPI,2023-01-01 04:36:00,2023-01-01 04:40:51, 00:04:51
278,4420,35482,San Francisco,37.9560750613044,-112.92141668508962,37.98020747495036,-112.92604029772536,8.95,24.93,Completed,Wallet,2023-01-01 04:37:00,2023-01-01 05:03:51, 00:26:51
279,1301,96361,Los Angeles,37.01242351769638,-112.04035530990126,36.963780398753855,-112.01596564408456,8.67,21.82,Cancelled,Cash,2023-01-01 04:38:00,2023-01-01 05:04:00, 00:26:00
280,1606,11095,San Francisco,38.16183988682656,-89.79699836609066,38.1365241494689,-89.83351655432885,4.06,12.49,Completed,UPI,2023-01-01 04:39:00,2023-01-01 04:51:10, 00:12:10
281,4170,54482,Chicago,39.51920391241782,-86.30014847967993,39.51098564040167,-86.33489565609419,4.94,10.44,Completed,Cash,2023-01-01 04:40:00,2023-01-01 04:54:49, 00:14:49
282,1699,44574,San Francisco,39.9640271343937,-78.82910743373478,39.95350034444464,-78.83680747742149,4.73,11.96,Completed,UPI,2023-01-01 04:41:00,2023-01-01 04:55:11, 00:14:11
283,6088,57911,New York,40.25897711552574,-95.14513231978324,40.2396001652984,-95.17625366969422,7.71,20.05,Completed,Card,2023-01-01 04:42:00,2023-01-01 05:05:07, 00:23:07
284,1190,60828,Seattle,39.08882136949953,-102.50677607105452,39.1131918833547,-102.51824203345816,5.27,13.55,Completed,UPI,2023-01-01 04:43:00,2023-01-01 04:58:48, 00:15:48
285,1980,83935,Seattle,40.689382297161536,-78.34571247310998,40.72701353310504,-78.38683344277321,4.55,10.84,Completed,UPI,2023-01-01 04:44:00,2023-01-01 04:57:39, 00:13:39
286,3975,85093,San Francisco,40.15700947656838,-116.53208327233978,40.15947503220711,-116.53296919784302,3.13,9.46,Completed,Cash,2023-01-01 04:45:00,2023-01-01 04:54:23, 00:09:23
287,7102,72496,Los Angeles,40.14575170976778,-78.57450575414501,40.15645884472767,-78.60261820663719,8.04,14.24,Completed,UPI,2023-01-01 04:46:00,2023-01-01 05:10:07, 00:24:07
